chid	chemical_name	measure	yes_no
51778	Digoxigenin	hydroxyprogesteroneesterone	yes
51778	Digoxigenin	testosterone	yes
34769	Nonivamide	deoxycortisol	no
34769	Nonivamide	hydroxyprogesteroneesterone	no
34769	Nonivamide	androsteinedione	no
34769	Nonivamide	cortisol	no
34769	Nonivamide	testosterone	no
37498	Azinphos-ethyl	hydroxyprogesteroneesterone	yes
37498	Azinphos-ethyl	androsteinedione	no
37498	Azinphos-ethyl	cortisol	no
37498	Azinphos-ethyl	deoxycortisone	yes
37498	Azinphos-ethyl	progesterone	yes
37498	Azinphos-ethyl	testosterone	no
20294	4'-(Chloroacetyl)acetanilide	testosterone	yes
51499	4-Vinylpyridine	estradiol	yes
51499	4-Vinylpyridine	testosterone	yes
21910	Pyrrole	hydroxyprogesteroneesterone	yes
21910	Pyrrole	androsteinedione	yes
21910	Pyrrole	deoxycortisone	no
21910	Pyrrole	testosterone	yes
21973	2-Chloro-4-nitroaniline	hydroxypregnenolone	no
21973	2-Chloro-4-nitroaniline	hydroxyprogesteroneesterone	no
21973	2-Chloro-4-nitroaniline	deoxycortisone	no
21973	2-Chloro-4-nitroaniline	estradiol	yes
21973	2-Chloro-4-nitroaniline	estrone	yes
21973	2-Chloro-4-nitroaniline	progesterone	no
32626	Methiocarb	hydroxypregnenolone	no
32626	Methiocarb	androsteinedione	no
32626	Methiocarb	deoxycortisone	yes
32626	Methiocarb	estradiol	yes
32626	Methiocarb	estrone	yes
32626	Methiocarb	progesterone	yes
32626	Methiocarb	testosterone	no
21963	4-(Diethylamino)benzaldehyde	deoxycortisone	yes
21963	4-(Diethylamino)benzaldehyde	estradiol	yes
21963	4-(Diethylamino)benzaldehyde	estrone	yes
21963	4-(Diethylamino)benzaldehyde	testosterone	no
40704	"1,4-Naphthoquinone"	hydroxypregnenolone	yes
40704	"1,4-Naphthoquinone"	hydroxyprogesteroneesterone	yes
21131	N-Phenyl-2-naphthylamine	deoxycortisol	no
21131	N-Phenyl-2-naphthylamine	hydroxyprogesteroneesterone	yes
21131	N-Phenyl-2-naphthylamine	androsteinedione	yes
21131	N-Phenyl-2-naphthylamine	deoxycortisone	no
21131	N-Phenyl-2-naphthylamine	estradiol	yes
21131	N-Phenyl-2-naphthylamine	estrone	yes
21131	N-Phenyl-2-naphthylamine	testosterone	yes
51575	Butyl vinyl ether	hydroxyprogesteroneesterone	yes
51575	Butyl vinyl ether	androsteinedione	yes
51575	Butyl vinyl ether	deoxycortisone	no
51575	Butyl vinyl ether	progesterone	no
51575	Butyl vinyl ether	testosterone	yes
25707	Neopentyl glycol diglycidyl ether	hydroxyprogesteroneesterone	yes
25707	Neopentyl glycol diglycidyl ether	androsteinedione	yes
25707	Neopentyl glycol diglycidyl ether	deoxycortisone	no
25707	Neopentyl glycol diglycidyl ether	testosterone	yes
22198	3-(3-Pyridyl)-1-propanol	cortisol	no
52213	2'-Aminoacetophenone	hydroxyprogesteroneesterone	yes
24780	2-Chloropropyldimethylamine hydrochloride	hydroxypregnenolone	no
44480	Acetone thiosemicarbazide	deoxycortisone	no
44480	Acetone thiosemicarbazide	progesterone	no
51824	2-Aminobenzonitrile	hydroxyprogesteroneesterone	yes
29171	Cyclopentene	hydroxyprogesteroneesterone	yes
29171	Cyclopentene	androsteinedione	yes
29171	Cyclopentene	deoxycortisone	no
29171	Cyclopentene	progesterone	no
29171	Cyclopentene	testosterone	yes
51525	"N,O-bis(Trimethylsilyl)acetamide"	hydroxyprogesteroneesterone	yes
51525	"N,O-bis(Trimethylsilyl)acetamide"	androsteinedione	yes
51525	"N,O-bis(Trimethylsilyl)acetamide"	deoxycortisone	no
51525	"N,O-bis(Trimethylsilyl)acetamide"	progesterone	no
51525	"N,O-bis(Trimethylsilyl)acetamide"	testosterone	yes
24134	delta-Hexachlorocyclohexane	deoxycortisone	no
51687	4-Chlorobenzophenone	hydroxyprogesteroneesterone	no
51687	4-Chlorobenzophenone	androsteinedione	no
51687	4-Chlorobenzophenone	estradiol	yes
51687	4-Chlorobenzophenone	estrone	yes
51687	4-Chlorobenzophenone	testosterone	no
42445	Terbumeton	hydroxypregnenolone	yes
42445	Terbumeton	estradiol	yes
42445	Terbumeton	estrone	yes
42282	Phorate sulfone	hydroxyprogesteroneesterone	yes
42282	Phorate sulfone	deoxycortisone	no
42282	Phorate sulfone	progesterone	yes
51914	"1,3-Bis(4-aminophenoxy)benzene"	hydroxyprogesteroneesterone	yes
51914	"1,3-Bis(4-aminophenoxy)benzene"	cortisol	no
51914	"1,3-Bis(4-aminophenoxy)benzene"	deoxycortisone	no
51914	"1,3-Bis(4-aminophenoxy)benzene"	estradiol	yes
51914	"1,3-Bis(4-aminophenoxy)benzene"	estrone	yes
51914	"1,3-Bis(4-aminophenoxy)benzene"	progesterone	yes
41502	"4,6-Di-tert-butyl-m-cresol"	hydroxyprogesteroneesterone	yes
41502	"4,6-Di-tert-butyl-m-cresol"	androsteinedione	yes
41502	"4,6-Di-tert-butyl-m-cresol"	deoxycortisone	no
41502	"4,6-Di-tert-butyl-m-cresol"	progesterone	no
41502	"4,6-Di-tert-butyl-m-cresol"	testosterone	yes
51890	(E)-beta-Damascone	hydroxyprogesteroneesterone	yes
51890	(E)-beta-Damascone	progesterone	yes
51890	(E)-beta-Damascone	testosterone	yes
51944	"N,N-Dimethylacrylamide"	hydroxyprogesteroneesterone	yes
51944	"N,N-Dimethylacrylamide"	androsteinedione	yes
51944	"N,N-Dimethylacrylamide"	deoxycortisone	no
51944	"N,N-Dimethylacrylamide"	testosterone	yes
41901	Disulfoton sulfone	hydroxyprogesteroneesterone	yes
41901	Disulfoton sulfone	androsteinedione	no
41901	Disulfoton sulfone	deoxycortisone	no
41901	Disulfoton sulfone	progesterone	yes
51724	Sulfathiazole sodium	hydroxyprogesteroneesterone	yes
27789	"O,O-Dimethyl phosphoramidothioate"	hydroxyprogesteroneesterone	yes
27789	"O,O-Dimethyl phosphoramidothioate"	androsteinedione	yes
27789	"O,O-Dimethyl phosphoramidothioate"	deoxycortisone	no
27789	"O,O-Dimethyl phosphoramidothioate"	progesterone	no
27789	"O,O-Dimethyl phosphoramidothioate"	testosterone	yes
51618	"N,N,3-Trimethylaniline"	hydroxyprogesteroneesterone	yes
51618	"N,N,3-Trimethylaniline"	androsteinedione	yes
51618	"N,N,3-Trimethylaniline"	deoxycortisone	no
51618	"N,N,3-Trimethylaniline"	testosterone	yes
51557	"2,6-Dimethylpyridine"	hydroxyprogesteroneesterone	yes
51557	"2,6-Dimethylpyridine"	androsteinedione	yes
51557	"2,6-Dimethylpyridine"	deoxycortisone	no
51557	"2,6-Dimethylpyridine"	testosterone	yes
36525	Androsterone	hydroxypregnenolone	yes
36525	Androsterone	hydroxyprogesteroneesterone	yes
36525	Androsterone	androsteinedione	no
36525	Androsterone	deoxycortisone	yes
36525	Androsterone	estradiol	no
36525	Androsterone	estrone	no
36525	Androsterone	progesterone	yes
36525	Androsterone	testosterone	no
51996	3-Methyl-4-(methylthio)phenol	androsteinedione	no
51996	3-Methyl-4-(methylthio)phenol	cortisol	yes
51996	3-Methyl-4-(methylthio)phenol	deoxycortisone	yes
51996	3-Methyl-4-(methylthio)phenol	estradiol	yes
51996	3-Methyl-4-(methylthio)phenol	estrone	yes
51996	3-Methyl-4-(methylthio)phenol	testosterone	no
51493	"2,3-Diaminopyridine"	hydroxyprogesteroneesterone	yes
51493	"2,3-Diaminopyridine"	progesterone	yes
38743	5-Methyl-1H-benzotriazole	hydroxyprogesteroneesterone	yes
38743	5-Methyl-1H-benzotriazole	androsteinedione	yes
38743	5-Methyl-1H-benzotriazole	deoxycortisone	no
38743	5-Methyl-1H-benzotriazole	progesterone	no
38743	5-Methyl-1H-benzotriazole	testosterone	yes
47769	"1,2,3-Trimethylbenzene"	hydroxyprogesteroneesterone	yes
47769	"1,2,3-Trimethylbenzene"	androsteinedione	yes
47769	"1,2,3-Trimethylbenzene"	deoxycortisone	no
47769	"1,2,3-Trimethylbenzene"	testosterone	yes
52198	Isoamyl ether	hydroxyprogesteroneesterone	yes
52198	Isoamyl ether	androsteinedione	yes
52198	Isoamyl ether	deoxycortisone	no
52198	Isoamyl ether	testosterone	yes
44233	Antioxidant 1098	hydroxyprogesteroneesterone	yes
44233	Antioxidant 1098	deoxycortisone	no
44233	Antioxidant 1098	progesterone	yes
44164	4-Pentylphenol	androsteinedione	no
44164	4-Pentylphenol	estradiol	yes
44164	4-Pentylphenol	estrone	yes
44164	4-Pentylphenol	testosterone	no
44416	"1,2,4-Butanetriol"	hydroxyprogesteroneesterone	yes
44416	"1,2,4-Butanetriol"	androsteinedione	yes
44416	"1,2,4-Butanetriol"	deoxycortisone	no
44416	"1,2,4-Butanetriol"	testosterone	yes
52112	Diethoxymethane	hydroxyprogesteroneesterone	yes
52112	Diethoxymethane	androsteinedione	yes
52112	Diethoxymethane	deoxycortisone	no
52112	Diethoxymethane	progesterone	no
52112	Diethoxymethane	testosterone	yes
47471	2-Methyl-3-buten-2-ol	hydroxyprogesteroneesterone	yes
47471	2-Methyl-3-buten-2-ol	androsteinedione	yes
47471	2-Methyl-3-buten-2-ol	deoxycortisone	no
47471	2-Methyl-3-buten-2-ol	progesterone	no
47471	2-Methyl-3-buten-2-ol	testosterone	yes
40373	Metaflumizone	deoxycortisol	no
40373	Metaflumizone	hydroxyprogesteroneesterone	yes
44403	Phenyl carbonochloridate	estradiol	yes
34624	Fluopicolide	deoxycortisol	no
34624	Fluopicolide	hydroxyprogesteroneesterone	no
34624	Fluopicolide	androsteinedione	no
34624	Fluopicolide	cortisol	no
34624	Fluopicolide	deoxycortisone	no
34624	Fluopicolide	testosterone	no
51574	1-Hexanethiol	hydroxyprogesteroneesterone	yes
51574	1-Hexanethiol	androsteinedione	yes
51574	1-Hexanethiol	deoxycortisone	no
51574	1-Hexanethiol	testosterone	yes
43910	"beta-(3,4-Epoxycyclohexyl)ethyltrimethoxysilane"	hydroxyprogesteroneesterone	yes
43910	"beta-(3,4-Epoxycyclohexyl)ethyltrimethoxysilane"	androsteinedione	yes
43910	"beta-(3,4-Epoxycyclohexyl)ethyltrimethoxysilane"	deoxycortisone	no
43910	"beta-(3,4-Epoxycyclohexyl)ethyltrimethoxysilane"	testosterone	yes
47749	Methylcyclohexane	hydroxyprogesteroneesterone	yes
47749	Methylcyclohexane	androsteinedione	yes
47749	Methylcyclohexane	deoxycortisone	no
47749	Methylcyclohexane	testosterone	yes
52186	4-Iodophenol	deoxycortisol	no
52186	4-Iodophenol	hydroxyprogesteroneesterone	yes
52186	4-Iodophenol	deoxycortisone	no
52186	4-Iodophenol	estradiol	yes
52186	4-Iodophenol	estrone	yes
42443	Terbufos sulfone	hydroxyprogesteroneesterone	yes
51834	2-(4-tert-Butylphenoxy)cyclohexan-1-ol	hydroxyprogesteroneesterone	no
51834	2-(4-tert-Butylphenoxy)cyclohexan-1-ol	progesterone	no
52735	"1,2-dibromo(phenyl)ethane"	hydroxypregnenolone	yes
23810	Benzethonium chloride	deoxycortisol	no
23810	Benzethonium chloride	hydroxyprogesteroneesterone	no
23810	Benzethonium chloride	androsteinedione	no
23810	Benzethonium chloride	cortisol	no
23810	Benzethonium chloride	deoxycortisone	no
23810	Benzethonium chloride	testosterone	no
47727	2-Ethoxy-5-(1-propenyl)phenol	hydroxyprogesteroneesterone	yes
47727	2-Ethoxy-5-(1-propenyl)phenol	deoxycortisone	no
47727	2-Ethoxy-5-(1-propenyl)phenol	estradiol	yes
47727	2-Ethoxy-5-(1-propenyl)phenol	estrone	yes
20881	4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	hydroxyprogesteroneesterone	no
20881	4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	androsteinedione	no
20881	4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	cortisol	no
20881	4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	deoxycortisone	yes
20881	4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	testosterone	no
26216	Tri-m-tolyl phosphate	hydroxyprogesteroneesterone	no
26216	Tri-m-tolyl phosphate	estradiol	yes
52319	4-Chloro-3-nitroaniline	hydroxyprogesteroneesterone	yes
52319	4-Chloro-3-nitroaniline	deoxycortisone	no
52288	"1,3-Dihydro-2H-inden-2-one"	hydroxyprogesteroneesterone	yes
52288	"1,3-Dihydro-2H-inden-2-one"	progesterone	yes
37535	Demeton-S	progesterone	no
34501	gamma-Cyhalothrin	hydroxypregnenolone	no
34501	gamma-Cyhalothrin	hydroxyprogesteroneesterone	no
22085	Methyl p-nitrobenzoate	hydroxypregnenolone	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	deoxycortisol	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	hydroxypregnenolone	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	hydroxyprogesteroneesterone	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	cortisol	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	deoxycortisone	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	estradiol	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	estrone	yes
44605	"1,4-Bis(butylamino)anthracene-9,10-dione"	progesterone	yes
52574	"1,5-Dihydroxynaphthalene"	hydroxyprogesteroneesterone	yes
32642	Rimsulfuron	hydroxypregnenolone	yes
32642	Rimsulfuron	deoxycortisone	yes
32642	Rimsulfuron	progesterone	yes
22012	3-Methoxyphenol	hydroxyprogesteroneesterone	yes
22012	3-Methoxyphenol	deoxycortisone	yes
22012	3-Methoxyphenol	estradiol	yes
22012	3-Methoxyphenol	estrone	yes
22012	3-Methoxyphenol	progesterone	yes
44717	Dimethoxy(diphenyl)silane	deoxycortisone	no
52573	"2,6-Dibromo-4-nitroaniline"	hydroxypregnenolone	no
52573	"2,6-Dibromo-4-nitroaniline"	hydroxyprogesteroneesterone	no
52573	"2,6-Dibromo-4-nitroaniline"	deoxycortisone	no
37502	Bitertanol	deoxycortisol	no
37502	Bitertanol	hydroxyprogesteroneesterone	no
37502	Bitertanol	androsteinedione	no
37502	Bitertanol	deoxycortisone	no
37502	Bitertanol	testosterone	no
52550	Methyl toluene-4-sulfonate	hydroxypregnenolone	yes
52509	4-Hydroxybenzonitrile	hydroxyprogesteroneesterone	yes
52509	4-Hydroxybenzonitrile	estradiol	yes
41503	Tralopyril	deoxycortisol	no
41503	Tralopyril	hydroxyprogesteroneesterone	no
41503	Tralopyril	androsteinedione	no
41503	Tralopyril	cortisol	no
41503	Tralopyril	testosterone	no
21782	"2,3,4,5,6-Pentabromoethylbenzene"	hydroxypregnenolone	no
21782	"2,3,4,5,6-Pentabromoethylbenzene"	hydroxyprogesteroneesterone	no
52724	3-Chloro-7-hydroxy-4-methyl-2-benzopyrone	hydroxyprogesteroneesterone	yes
47890	"3,3'-Dimethylbisphenol A"	deoxycortisol	no
47890	"3,3'-Dimethylbisphenol A"	hydroxypregnenolone	no
47890	"3,3'-Dimethylbisphenol A"	androsteinedione	no
47890	"3,3'-Dimethylbisphenol A"	cortisol	no
47890	"3,3'-Dimethylbisphenol A"	deoxycortisone	no
47890	"3,3'-Dimethylbisphenol A"	testosterone	no
22462	3-Phenylphenol	hydroxyprogesteroneesterone	yes
22462	3-Phenylphenol	deoxycortisone	no
22462	3-Phenylphenol	estradiol	yes
22462	3-Phenylphenol	estrone	yes
22462	3-Phenylphenol	progesterone	yes
52539	1-Bromo-2-methylpropane	hydroxypregnenolone	yes
28618	Diethylmethylbenzenediamine	hydroxyprogesteroneesterone	yes
28618	Diethylmethylbenzenediamine	deoxycortisone	no
43903	"2,3-Dihydroxynaphthalene"	androsteinedione	no
43903	"2,3-Dihydroxynaphthalene"	deoxycortisone	yes
43903	"2,3-Dihydroxynaphthalene"	estradiol	yes
43903	"2,3-Dihydroxynaphthalene"	estrone	yes
43903	"2,3-Dihydroxynaphthalene"	testosterone	no
34823	Pinoxaden	deoxycortisone	yes
51447	Tyrphostin	deoxycortisol	no
51447	Tyrphostin	hydroxyprogesteroneesterone	no
51447	Tyrphostin	cortisol	no
51447	Tyrphostin	deoxycortisone	no
40145	"1,5-Naphthalene diisocyanate"	hydroxyprogesteroneesterone	yes
40145	"1,5-Naphthalene diisocyanate"	deoxycortisone	no
44454	Ethyl 4-chloro-3-oxobutanoate	deoxycortisone	yes
44454	Ethyl 4-chloro-3-oxobutanoate	progesterone	yes
31458	Indole-3-carbinol	deoxycortisol	no
31458	Indole-3-carbinol	hydroxyprogesteroneesterone	yes
31458	Indole-3-carbinol	androsteinedione	no
31458	Indole-3-carbinol	cortisol	no
31458	Indole-3-carbinol	deoxycortisone	no
31458	Indole-3-carbinol	estradiol	yes
31458	Indole-3-carbinol	estrone	yes
46488	Cerivastatin sodium	deoxycortisol	no
46488	Cerivastatin sodium	hydroxyprogesteroneesterone	no
46488	Cerivastatin sodium	androsteinedione	no
46488	Cerivastatin sodium	cortisol	no
46488	Cerivastatin sodium	testosterone	no
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	hydroxyprogesteroneesterone	no
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	androsteinedione	no
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	cortisol	no
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	deoxycortisone	yes
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	estradiol	yes
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	progesterone	yes
41629	"2,2'-Dibenzoylaminodiphenyl disulfide"	testosterone	no
41570	Chloroacetamide	hydroxypregnenolone	no
41570	Chloroacetamide	androsteinedione	no
46448	Pitavastatin calcium	deoxycortisol	no
46448	Pitavastatin calcium	hydroxypregnenolone	no
46448	Pitavastatin calcium	androsteinedione	no
46448	Pitavastatin calcium	cortisol	no
46448	Pitavastatin calcium	testosterone	no
44429	"1,3,5-Benzenetricarbonyl trichloride"	deoxycortisone	no
32417	Isofenphos	hydroxypregnenolone	no
32417	Isofenphos	hydroxyprogesteroneesterone	yes
32417	Isofenphos	androsteinedione	no
32417	Isofenphos	deoxycortisone	yes
32417	Isofenphos	progesterone	yes
32417	Isofenphos	testosterone	no
38338	(+/-)-cis-Permethrin	deoxycortisol	no
38338	(+/-)-cis-Permethrin	hydroxyprogesteroneesterone	no
38338	(+/-)-cis-Permethrin	androsteinedione	no
38338	(+/-)-cis-Permethrin	cortisol	no
38338	(+/-)-cis-Permethrin	deoxycortisone	no
38338	(+/-)-cis-Permethrin	testosterone	no
24687	4-tert-Butylcatechol	androsteinedione	no
24687	4-tert-Butylcatechol	cortisol	no
24687	4-tert-Butylcatechol	deoxycortisone	yes
24687	4-tert-Butylcatechol	progesterone	yes
24687	4-tert-Butylcatechol	testosterone	no
20110	Astemizole	deoxycortisol	no
20110	Astemizole	hydroxypregnenolone	no
20110	Astemizole	hydroxyprogesteroneesterone	no
20110	Astemizole	androsteinedione	no
20110	Astemizole	cortisol	no
20110	Astemizole	testosterone	no
20451	"N,N'-Dicyclohexylthiourea"	deoxycortisol	no
20451	"N,N'-Dicyclohexylthiourea"	hydroxypregnenolone	no
20451	"N,N'-Dicyclohexylthiourea"	hydroxyprogesteroneesterone	no
20451	"N,N'-Dicyclohexylthiourea"	cortisol	no
20451	"N,N'-Dicyclohexylthiourea"	deoxycortisone	no
20451	"N,N'-Dicyclohexylthiourea"	testosterone	no
38827	2-Chloro-5-nitroaniline	hydroxyprogesteroneesterone	yes
38827	2-Chloro-5-nitroaniline	deoxycortisone	no
38827	2-Chloro-5-nitroaniline	progesterone	yes
40706	C.I. Solvent Orange 7	estradiol	yes
49073	Vatalanib dihydrochloride	hydroxyprogesteroneesterone	no
49073	Vatalanib dihydrochloride	androsteinedione	no
49073	Vatalanib dihydrochloride	cortisol	no
49073	Vatalanib dihydrochloride	estradiol	no
49073	Vatalanib dihydrochloride	estrone	no
49073	Vatalanib dihydrochloride	testosterone	no
28015	Tripropylene glycol diacrylate	deoxycortisone	yes
28015	Tripropylene glycol diacrylate	progesterone	yes
20265	Chloramphenicol	cortisol	no
52585	9-Ethylcarbazole	deoxycortisol	no
52585	9-Ethylcarbazole	hydroxyprogesteroneesterone	no
52585	9-Ethylcarbazole	androsteinedione	no
52585	9-Ethylcarbazole	cortisol	no
52585	9-Ethylcarbazole	deoxycortisone	no
52585	9-Ethylcarbazole	estradiol	yes
52585	9-Ethylcarbazole	testosterone	no
25170	"4,4'-Dioctyldiphenylamine"	hydroxyprogesteroneesterone	yes
25170	"4,4'-Dioctyldiphenylamine"	deoxycortisone	no
21136	Phenylbutazone	hydroxyprogesteroneesterone	yes
21136	Phenylbutazone	deoxycortisone	no
21136	Phenylbutazone	progesterone	yes
52590	"4,7-Dichloroquinoline"	progesterone	yes
21141	"1,4-Benzenediamine dihydrochloride"	estradiol	yes
21478	Lynestrenol	deoxycortisol	no
21478	Lynestrenol	hydroxyprogesteroneesterone	no
21478	Lynestrenol	androsteinedione	no
21478	Lynestrenol	cortisol	no
21478	Lynestrenol	deoxycortisone	yes
21478	Lynestrenol	estradiol	no
21478	Lynestrenol	testosterone	no
52832	"2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl"	hydroxypregnenolone	no
41508	4-Chloro-2-methylaniline	hydroxyprogesteroneesterone	yes
41508	4-Chloro-2-methylaniline	progesterone	yes
41508	4-Chloro-2-methylaniline	testosterone	yes
41246	"1,3-Propanediol"	deoxycortisol	no
41246	"1,3-Propanediol"	hydroxyprogesteroneesterone	no
41246	"1,3-Propanediol"	androsteinedione	no
41246	"1,3-Propanediol"	cortisol	no
41246	"1,3-Propanediol"	deoxycortisone	yes
41246	"1,3-Propanediol"	estrone	yes
41246	"1,3-Propanediol"	progesterone	yes
41246	"1,3-Propanediol"	testosterone	no
24364	Cresol	hydroxyprogesteroneesterone	yes
24364	Cresol	estradiol	yes
24364	Cresol	progesterone	yes
22880	Danazol	deoxycortisol	no
22880	Danazol	hydroxypregnenolone	yes
22880	Danazol	hydroxyprogesteroneesterone	no
22880	Danazol	androsteinedione	no
22880	Danazol	cortisol	no
22880	Danazol	deoxycortisone	yes
22880	Danazol	estradiol	no
22880	Danazol	estrone	no
22880	Danazol	testosterone	no
23817	Dicyclohexylcarbodiimide	deoxycortisol	no
23817	Dicyclohexylcarbodiimide	hydroxyprogesteroneesterone	no
23817	Dicyclohexylcarbodiimide	androsteinedione	no
23817	Dicyclohexylcarbodiimide	cortisol	no
23817	Dicyclohexylcarbodiimide	deoxycortisone	no
23817	Dicyclohexylcarbodiimide	testosterone	no
24485	2-Amino-6-methoxybenzothiazole	hydroxyprogesteroneesterone	yes
24485	2-Amino-6-methoxybenzothiazole	androsteinedione	no
24485	2-Amino-6-methoxybenzothiazole	estradiol	yes
24485	2-Amino-6-methoxybenzothiazole	estrone	yes
24485	2-Amino-6-methoxybenzothiazole	progesterone	yes
52269	Triphenylstibine	hydroxyprogesteroneesterone	yes
52269	Triphenylstibine	cortisol	no
52269	Triphenylstibine	progesterone	yes
52607	"2,6-Dimethoxyphenol"	estradiol	yes
32192	Tri-o-cresyl phosphate	progesterone	yes
52250	Isobornyl acrylate	deoxycortisone	yes
52250	Isobornyl acrylate	progesterone	yes
52511	Trityl chloride	hydroxypregnenolone	no
52511	Trityl chloride	deoxycortisone	no
23309	Metoprolol	deoxycortisol	no
23309	Metoprolol	hydroxyprogesteroneesterone	no
23309	Metoprolol	androsteinedione	no
23309	Metoprolol	cortisol	no
23309	Metoprolol	deoxycortisone	no
23309	Metoprolol	testosterone	no
52603	"2,4-Dichlorobenzoyl chloride"	deoxycortisone	no
43855	2-Amino-6-chloro-4-nitrophenol	estradiol	yes
43855	2-Amino-6-chloro-4-nitrophenol	estrone	yes
25648	1-Methyl phenanthrene	deoxycortisol	no
25648	1-Methyl phenanthrene	hydroxyprogesteroneesterone	no
25648	1-Methyl phenanthrene	androsteinedione	no
25648	1-Methyl phenanthrene	cortisol	yes
25648	1-Methyl phenanthrene	estradiol	yes
25648	1-Methyl phenanthrene	estrone	yes
25648	1-Methyl phenanthrene	testosterone	no
21331	Tetrakis(hydroxymethyl)phosphonium sulfate	deoxycortisol	no
21331	Tetrakis(hydroxymethyl)phosphonium sulfate	hydroxypregnenolone	yes
21331	Tetrakis(hydroxymethyl)phosphonium sulfate	cortisol	no
20880	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol	cortisol	no
